Nr Tasks, time
30.0,0.001641988754272461
30.0,0.0019025802612304688
30.0,0.0016925334930419922
30.0,0.0020294189453125
30.0,0.002095460891723633
30.0,0.0017516613006591797
30.0,0.00164794921875
30.0,0.0020427703857421875
30.0,0.0014696121215820312
30.0,0.0018966197967529297
30.0,0.0015726089477539062
30.0,0.0018308162689208984
30.0,0.0015773773193359375
30.0,0.001605987548828125
30.0,0.0014810562133789062
30.0,0.0015692710876464844
30.0,0.0014960765838623047
30.0,0.0023779869079589844
30.0,0.0023217201232910156
30.0,0.0016021728515625
30.0,0.0015020370483398438
30.0,0.0016090869903564453
30.0,0.001371622085571289
30.0,0.0013971328735351562
30.0,0.0017173290252685547
30.0,0.0013766288757324219
30.0,0.0015130043029785156
30.0,0.0016655921936035156
30.0,0.0022830963134765625
30.0,0.0016884803771972656
30.0,0.002309083938598633
30.0,0.0020592212677001953
30.0,0.001596212387084961
30.0,0.001613616943359375
30.0,0.0017094612121582031
30.0,0.0016613006591796875
30.0,0.002162456512451172
30.0,0.001977205276489258
30.0,0.002208709716796875
30.0,0.001992940902709961
30.0,0.0015871524810791016
30.0,0.002487659454345703
30.0,0.0018877983093261719
30.0,0.0019567012786865234
30.0,0.0016703605651855469
30.0,0.0015559196472167969
30.0,0.0021309852600097656
30.0,0.0022881031036376953
30.0,0.0014863014221191406
30.0,0.0012447834014892578
30.0,0.0017566680908203125
30.0,0.001619100570678711
30.0,0.0019714832305908203
30.0,0.0017747879028320312
30.0,0.001737833023071289
30.0,0.0015747547149658203
30.0,0.0017468929290771484
30.0,0.002382993698120117
30.0,0.001728057861328125
30.0,0.0017192363739013672
30.0,0.0017528533935546875
30.0,0.0015995502471923828
30.0,0.001950979232788086
30.0,0.0026481151580810547
30.0,0.001463174819946289
30.0,0.0017998218536376953
30.0,0.0012841224670410156
30.0,0.0014803409576416016
30.0,0.0023415088653564453
30.0,0.0015690326690673828
30.0,0.002005338668823242
30.0,0.001965761184692383
30.0,0.0017099380493164062
30.0,0.002126455307006836
30.0,0.0019578933715820312
30.0,0.025716781616210938
30.0,0.0019829273223876953
30.0,0.001401662826538086
30.0,0.0017597675323486328
30.0,0.0019915103912353516
30.0,0.00290679931640625
30.0,0.0016713142395019531
30.0,0.022358179092407227
30.0,0.0299532413482666
30.0,0.002024412155151367
30.0,0.0013098716735839844
30.0,0.0014598369598388672
30.0,0.0011010169982910156
30.0,0.0016598701477050781
30.0,0.001772165298461914
30.0,0.00138092041015625
30.0,0.001445770263671875
30.0,0.0019083023071289062
30.0,0.0017554759979248047
30.0,0.001806497573852539
30.0,0.0013186931610107422
30.0,0.0015094280242919922
30.0,0.0013904571533203125
30.0,0.0012710094451904297
30.0,0.0016732215881347656
30.0,0.0013570785522460938
30.0,0.0016379356384277344
30.0,0.02927875518798828
30.0,0.0013010501861572266
30.0,0.0015358924865722656
30.0,0.0022275447845458984
30.0,0.0016932487487792969
30.0,0.001399993896484375
30.0,0.0016582012176513672
30.0,0.0015647411346435547
30.0,0.0021514892578125
30.0,0.0019354820251464844
30.0,0.0019066333770751953
30.0,0.0020203590393066406
30.0,0.0016276836395263672
30.0,0.0018944740295410156
30.0,0.001990079879760742
30.0,0.0023043155670166016
30.0,0.0018951892852783203
30.0,0.0018122196197509766
30.0,0.001493215560913086
30.0,0.001981019973754883
30.0,0.002131938934326172
30.0,0.0018644332885742188
30.0,0.002310514450073242
30.0,0.0017795562744140625
30.0,0.001959562301635742
30.0,0.0015599727630615234
30.0,0.0018489360809326172
30.0,0.0021440982818603516
30.0,0.0015380382537841797
30.0,0.0024383068084716797
30.0,0.0013005733489990234
30.0,0.0016241073608398438
30.0,0.0017724037170410156
30.0,0.0019462108612060547
30.0,0.002390623092651367
30.0,0.0016088485717773438
30.0,0.0018036365509033203
30.0,0.002752065658569336
30.0,0.0016734600067138672
30.0,0.001619577407836914
30.0,0.002330780029296875
30.0,0.0023779869079589844
30.0,0.0015742778778076172
30.0,0.0013332366943359375
30.0,0.0016603469848632812
30.0,0.0015420913696289062
30.0,0.0017457008361816406
30.0,0.002773761749267578
30.0,0.002596139907836914
30.0,0.002038240432739258
30.0,0.0013790130615234375
30.0,0.0018494129180908203
30.0,0.002086639404296875
30.0,0.00156402587890625
30.0,0.002548694610595703
30.0,0.002083301544189453
30.0,0.0018358230590820312
30.0,0.0015020370483398438
30.0,0.0017037391662597656
30.0,0.001971721649169922
30.0,0.0016150474548339844
30.0,0.003328561782836914
30.0,0.0017542839050292969
30.0,0.0012044906616210938
30.0,0.0014696121215820312
30.0,0.0018253326416015625
30.0,0.0018324851989746094
30.0,0.0015404224395751953
30.0,0.002818584442138672
30.0,0.0016355514526367188
30.0,0.0014264583587646484
30.0,0.0017704963684082031
30.0,0.0015401840209960938
30.0,0.0016238689422607422
30.0,0.0024826526641845703
30.0,0.0022602081298828125
30.0,0.001407623291015625
30.0,0.0018911361694335938
30.0,0.0015912055969238281
30.0,0.001634359359741211
30.0,0.0019309520721435547
30.0,0.0018665790557861328
30.0,0.0021903514862060547
30.0,0.001811981201171875
30.0,0.0015408992767333984
30.0,0.0013225078582763672
30.0,0.00136566162109375
30.0,0.0015554428100585938
30.0,0.0019316673278808594
30.0,0.001621246337890625
30.0,0.002679586410522461
30.0,0.002058744430541992
30.0,0.0017733573913574219
30.0,0.001293182373046875
30.0,0.002083301544189453
30.0,0.0018868446350097656
30.0,0.00278472900390625
30.0,0.0017039775848388672
30.0,0.001329183578491211
30.0,0.0017004013061523438
30.0,0.00186920166015625
30.0,0.0011644363403320312
30.0,0.0014927387237548828
30.0,0.002133607864379883
30.0,0.0025801658630371094
30.0,0.001508474349975586
30.0,0.002067089080810547
30.0,0.0015125274658203125
30.0,0.0019762516021728516
30.0,0.0015797615051269531
30.0,0.0020983219146728516
30.0,0.001516580581665039
30.0,0.0018846988677978516
30.0,0.0018582344055175781
30.0,0.0013089179992675781
30.0,0.001542806625366211
30.0,0.0014829635620117188
30.0,0.0015435218811035156
30.0,0.0015611648559570312
30.0,0.0016236305236816406
30.0,0.002139568328857422
30.0,0.0014128684997558594
30.0,0.0016710758209228516
30.0,0.0025560855865478516
30.0,0.0019698143005371094
30.0,0.0014939308166503906
30.0,0.001531839370727539
30.0,0.0013170242309570312
30.0,0.0014796257019042969
30.0,0.001897573471069336
30.0,0.002009868621826172
30.0,0.0013158321380615234
30.0,0.0027556419372558594
30.0,0.0016331672668457031
30.0,0.0015516281127929688
30.0,0.0017120838165283203
30.0,0.0014090538024902344
30.0,0.00164794921875
30.0,0.0014164447784423828
30.0,0.001874685287475586
30.0,0.002103567123413086
30.0,0.001245737075805664
30.0,0.0014255046844482422
30.0,0.0018656253814697266
30.0,0.0016918182373046875
30.0,0.0015859603881835938
30.0,0.0024003982543945312
30.0,0.001977682113647461
30.0,0.0016927719116210938
30.0,0.0017282962799072266
30.0,0.0027313232421875
30.0,0.0014729499816894531
30.0,0.0021431446075439453
30.0,0.0017218589782714844
30.0,0.0016758441925048828
30.0,0.0013275146484375
30.0,0.0022127628326416016
30.0,0.0014109611511230469
30.0,0.0016651153564453125
30.0,0.0013303756713867188
30.0,0.0015022754669189453
30.0,0.002092123031616211
30.0,0.0018162727355957031
30.0,0.0014483928680419922
