Nr Tasks, time
100.0,0.023532390594482422
100.0,0.005899190902709961
100.0,0.006857872009277344
100.0,0.008237600326538086
100.0,0.005645036697387695
100.0,0.007054805755615234
100.0,0.005788087844848633
100.0,0.006639242172241211
100.0,0.00655817985534668
100.0,0.00845956802368164
100.0,0.008533239364624023
100.0,0.007096767425537109
100.0,0.007854461669921875
100.0,0.006901264190673828
100.0,0.007152557373046875
100.0,0.008406400680541992
100.0,0.006273746490478516
100.0,0.007951021194458008
100.0,0.008077859878540039
100.0,0.0064754486083984375
100.0,0.008156776428222656
100.0,0.006738424301147461
100.0,0.006630659103393555
100.0,0.008499860763549805
100.0,0.007146596908569336
100.0,0.006342887878417969
100.0,0.008643627166748047
100.0,0.007477283477783203
100.0,0.005103588104248047
100.0,0.010519266128540039
100.0,0.006512165069580078
100.0,0.006928205490112305
100.0,0.0064544677734375
100.0,0.008973121643066406
100.0,0.007253170013427734
100.0,0.010095357894897461
100.0,0.009114503860473633
100.0,0.0064868927001953125
100.0,0.006716728210449219
100.0,0.006159543991088867
100.0,0.006897926330566406
100.0,0.008059024810791016
100.0,0.008099794387817383
100.0,0.007626533508300781
100.0,0.008719444274902344
100.0,0.021433591842651367
100.0,0.007372379302978516
100.0,0.005753755569458008
100.0,0.006835460662841797
100.0,0.008498907089233398
100.0,0.005777120590209961
100.0,0.006453752517700195
100.0,0.007383584976196289
100.0,0.008330821990966797
100.0,0.00521540641784668
100.0,0.007625102996826172
100.0,0.006411075592041016
100.0,0.005688905715942383
100.0,0.008016347885131836
100.0,0.006547689437866211
100.0,0.00710606575012207
100.0,0.0055255889892578125
100.0,0.0059146881103515625
100.0,0.005991935729980469
100.0,0.005167722702026367
100.0,0.006482362747192383
100.0,0.008937835693359375
100.0,0.006560087203979492
100.0,0.008173227310180664
100.0,0.007711648941040039
100.0,0.0060329437255859375
100.0,0.0066051483154296875
100.0,0.00513458251953125
100.0,0.008551597595214844
100.0,0.0065097808837890625
100.0,0.0061800479888916016
100.0,0.008856773376464844
100.0,0.007109403610229492
100.0,0.007877349853515625
100.0,0.006927967071533203
100.0,0.00703883171081543
100.0,0.0071811676025390625
100.0,0.006571292877197266
100.0,0.0063135623931884766
100.0,0.006071805953979492
100.0,0.006726980209350586
100.0,0.005824089050292969
100.0,0.007395029067993164
100.0,0.006705522537231445
100.0,0.008593320846557617
100.0,0.006250858306884766
100.0,0.006434917449951172
100.0,0.0064983367919921875
100.0,0.006591796875
100.0,0.008484363555908203
100.0,0.008192062377929688
100.0,0.005284309387207031
100.0,0.0052301883697509766
100.0,0.005314826965332031
100.0,0.008609294891357422
100.0,0.006280183792114258
100.0,0.0057218074798583984
100.0,0.009131908416748047
100.0,0.00871586799621582
100.0,0.00681304931640625
100.0,0.006653308868408203
100.0,0.00740814208984375
100.0,0.005725383758544922
100.0,0.006276607513427734
100.0,0.006613254547119141
